folder,instance,100,200,300,400,500
HungaryBudapest,Hungary Budapest 2024,1.8811498795430005e-15,1.9248270583529206e-15,4.579137533917695e-16,3.2013387102035446e-17,1.5966602270012438e-18
HungaryBudapest,Netherlands Amsterdam 252,2.1426144600737914e-13,5.356006048364197e-11,6.556315980823279e-10,6.6948086282290736e-09,2.594914337124515e-08
HungaryBudapest,Netherlands Amsterdam 309,1.1775219971441763e-07,1.922391803538501e-06,7.576155497847291e-06,1.6260765022790946e-05,2.625738026850267e-05
HungaryBudapest,Netherlands Amsterdam 621,5.653482145402008e-11,3.954446335566562e-09,2.862958430005599e-08,1.3721394006941644e-07,4.671384250065624e-07
HungaryBudapest,Netherlands Amsterdam 631,3.771674128013875e-10,2.567418570671639e-08,1.9904518320615437e-07,1.0529597571700058e-06,3.2153582657891186e-06
